79|מען רעדט און מען קריעגט זיד, אױף טהײל פראַגען ענטפערט מען גאָר נישט און אױף טהײל—צופיעל תּירוצים.
80|אט האַלט שױן אײן יוד דעם צװײטען אונטער'ן אָרעם און פיהרט איהם אין א װינקעל ארײן
81|און רױמט איהם עפּעס אין אױער ארײן.
82|אַ צװײטער שטעהט בײ'ם טישעל, קוקט אין א סדור ארײן און װארפט אַן אױג דאָרט אַהין.
83|און פּלוצלונג כאַפּט ער אױך אַ יוד אונטער'ן ארעם און פיהרט איהם אױך אין אַ װינקעל אַרײן.
84|װי ער װאָלט יענעם די אױגען געװאָלט אױסשטעכען, װײזט ער, אז ער האָט אױך אַ סוד.
85|דערװײל כאַפּט זיך נאָך אײנער אױף און טוט זיך אָן טלית און תּפילין און שטעלט זיך אַנידער אָבדאַװענען, א צװײטער יוד געהט איהם שױן אין װעג ארײן און לאָזט זיך אױך אין דאװענען אַרײן.
86|אין דערזעלבער צײט רעכענען צװײ יו-דען דען מיט אַ שטיקעל קרײד אױפ'ן טיש, אײנער, מיט אַ נאַסען פינגער, מעקט, װאָס דער צװײטער שרײבט, און דער שרײבט װיעדער, װאָס דער צװײטער מעקט.
87|אין צװײטען װינקעל שטעהען צװײ יודען, און אײנער, מיט אַ געל בערדעל און אַ רונדיק בײכעל, צעהלט דעם צװײטען געלד אױפ'ן טיש.
88|ער צעהלט ערנסט װי אײנער דאװענט פרום: 74, 75, 76, װי ער װאָלט װעלען דערמיט דעם אַנדערען זאָגען נ זעה, װאָס געלר בעטײט.
89|אינדעם עפענט זיך די טהיר, און עס קומט אַרײן מיט אַ געלױף אַ הױכער יוד, אַ בלינדער אױף אַן אױג, מיט אַ לאַנגער, רױט- ליכער באָרד, און ער הױבט אָן, אָהן שום טענות און מענות, צו שיטען דעם געלען, װאָס צעהלט דאָס געלד: רױטער הונד, 250 רובל גיסט דו?
90|װאָס ביסט דו משוגע געװאָרען?
91|שס געלע יודעל צעהלט װײ-ימער מער דאָס געלר  101, 102.
92|װאָס האָסט דו צו מײן געלד?
93|טענה'ט אַלץ דער צװײטער.
94|גאָר קױם האָט יענער די פּאָר גילדען צוגענומען, מעהט שױן ער רױטער מיט'ן געלען און מד'ען זיך, שלום געמאַכט.
95|אױפ'ן טיש ליגען פּראָבען װײץ אין רױטע שנופּ-טיכלעך, און יעדער יוד, װאָס קומט אַרײן, כאַפּט אַ פּאָר קערענדלעך, בעקוקט זײ צוערשט, כאַפּט זײ אין מױל אַרײן און פרעגט אין דער װעלט אַרײן: װיפיעל דער מאַרק?
96|ער בעקומט נישט קײן תּירוץ, קנאַקט ער די װײצלעך און קנײטשט מיט'ן שטערן, אַזױ װי ער װאָלט אַלײן פון זיך טרעפען געװאָלט דעם תּירוץ, װאָס ער האָט נישט געקענט אַרױסבעקומען פון דעם עולם.
97|די שטוב איז די שטאָדט-בערזע.
98|קלײנע סוחרים'לער קױפען אױף בײ די פּױערים די תּבואה און מען פערקױפט זײ ר' יחזקאל'ט שפּײכלער.
99|אין דער שטוב װערען גבגעמאַכט אַלע געשעפטען, גישט דוקא די, װאָס זײנען נוגע צו ר' יחזקאל'ס געשעפט, נאָר אַפילו
100|ש, װאָס אײנער האָט עפּעס מיט'ן צװײטען ; אָער גלאַט אַזױ, אַז אַ יוד װיל זיך דרעהען אין אַ געשעפט, אָדער אַז אַ יונגערמאַן נעהט דעם ערשטען טריט פון קעסט אַראָב און װיל אַרײנטרעטען אין האַנדעל, דרעהט מען זיך צוערשט אין שטוב.
101|דאָס איז דאָס בית המדרש פון האַנדעל.
102|בײ דער שטוב איז אָבגעזונדערט אַ שטיבעל, דאָס קאַבי נעטעל הײסט עק, פאַר ר' יחזקאל'ן אַלײן.
103|בײ אַ פיער-עקענדיגש שרײב-טיש זיצט ד' יחזקאל אױף זיק פאטעשטוהל.
104|ר יחזעע ט נידריג נאָר אַ דיק יודעל מיט אַ רונדיק װײס בערדעל, האַלט זע אָן מיט אײן האַנד די ברילען בײ דער נאָז, אײן גשעל פא איהם אַלע האָל אַרױס, און ר' יחזקאל הױבט ח אױף, רײמ עסאיער איער מיט'ן טיכל, זעצט עס װײטער אױף ער נאָז, פרשעדע עפּעס אָדער אָבענטערענדיק ר' טוביה'ן, זײן מענש.
105|ר' מב, אַ גיכער יוד, מט אַ דאַרען געזיכט, ענשעט אָב ר' יתזקאק מיט אײעניש און מיט אַ געלעכטערל, אַזױ װי ער װאָלט זאָגן: אַלץ איז גוט, אַש איז גוט.
106|ר' חזקאל, אײנגעװיקעלט אין דין לאַנגען ברײטען שלאָפראָק און אין דעם פיערקאַנטיגען היטעל, קנעטענדיק אַ שטיקעל ברױט צװשען די פינגער האָרכט אױס זײן מענש, אַ מינוט בײזערט ער זיך, אַ מינוט װערט ער װײטער גוט, װעגנדיק זיך מיט זײן מענשען בעראָטהען.
107|ר' יחזקאל רוקט אױף אַ שופלאָדעל, נעהמט אַרױס אַ פּאַפּיער און זאָגט צו ר' טוביה'ן:
108|װאָלף מוז נאָך דאַנציג שרײבען, אַז דער ערשטער טראַנספּאָרט איז עקספּעדירט.
109|עס עפענט זיך די טהיר און צועשט שמעקט זיך אַ קאָפּ אַרײן, זאָגענדיק: גוט מאָרגען!
110|און דערנאָך פערשװינדעט דער קאָפּ און עם בעװײזט זיך אַ הױכער פּױער מיט לאַנגע, פערבלאָטיגטע שטיוע, װאָס לאָזען נאָך זיך אַן אָנזעהענדיגען צײכען.
111|דאָס פּנים איז בײ איהם רױט פון היץ, טראָפּענס שװײס רינען פון די פײכטע האָר, און ניט רײדענדיק קײן װאָרט, קנעפּעלט ער אױף זײן פּאַלטאָ, דער נאָך די װעסט, און שלעפּט פון דאָרט עפּעס אַרױס און גיט איבער אַ בריװעל ר' יחזקאל'ן.
112|בעת ר' יחזקאל לײענט, װענדט זיך דערװײל ר' טוביה צום פּױער.
113|ד' טוביה רעדט צו איהם, דער פּױער ענטפערט איהם אָבער בּישט.
114|ער קוקט אױף ר' יחזקאל'ן, װארטענדיק אױף עפּעס.
115|דעם װאָגען שפּאַנען!
116|איך אַלײן פאָהר קײן טריסק.
117|איך האָב דענסמאָל באַלד נישט געהײסען געהן מיט װאַסער, צװײ װאָכען פאַר די ימים טובים, װער װײסט ייִאָס ס'קען זיך מאַכען?
118|בײ די עשטע פרעסט, אַז עס נעהמט געזונד  זאָגט ר' טוביה צו ר' יחזקאל'ן מט אַ מין װײכען געבײזער, אַלײן שױן פערשטעהענדיק אַרן װאָס עס האַנדעלט זיך.
119|פערפאַלען, דאָס האָש שטעלען האָב איך געמתט, די טראַטװעס אען געװען געבונען גאַת גו, די שטריק שטאַרק, די טעג שעהן, גח עכען זיך?
120|! װאָס קען ען מאַכען ; עס איז געװען מן השמים, ה דעכען, פאַר חנוכה דעט זיך די װײכסעל שטעלען.
121|מען ארף אַנטיק'ן און סאָקאָלסקען מיטנעהמען, אױפ'ן בױדעם ליגען עטליכע הונדערט שאָק פרישע סטראָנקעס.
122|די האָקעס, די שטריק  גיט אַן עצה ר' טוביה.
123|דאָס אײז הױבט זיך אָן ריהרען, שרײבט מען מיר, גאָט זל געען, אַז די קראַכעס זאָלען נישט זײן גרױס, נאָר טריסק דאַכט זיך יאיז אַ שטיל אָרט, עס איז נישט שטראָמיג און מיט גאָט'ס הילף, וען דאָס אײז זאָל נאָר נישט מיט אַ מאָל ברעכען, װעט מען קענען דאָס האָלץ ראַטעװען  זאָגט צום סוף ר' יחזקאל.
124|מיט גאָט'ס הילף.
125|קײן גאָמבין דאַרף מען די גאָמבינער צװײ הונדערט רובל אען, און בצלאל צו ר' אברהם פּלאָצקער, זאָל ער אין שעמעניץ קױפען.
126|איך האָב מורא, אַז די שעמעניצער זאָלען נישט די שעפּסען אױסכאַפּען, לאָזען טאָר מען זיך נישט.
127|און רײדענדיק זײנען זײ בײדע אין דער צװײטער שטוב אַרײן.
128|דער עולם איז האַלבלעך געװען אין הױף בײם שפּײכלער די חבואה אָסװעגעז, אין דער שטוב זײנען נאָר געװען די אורחים, װאָס זײנען געקומען בײ נאַכט מיט תּבואה אין שטוב אַרײן.
129|און נאָך צװײ שטאָדטישע מעקלערס, אײנער אַ יוד אין אַ נו'איש היטעל, מיט אַ קראַגענדיל און אַ קורץ רעקעל און מיט אַ שטעקען אין דער האַנד,  דאָס אין געװען קאָזעק, דער פּריצישער מעקלער,
130|ער איז געװען געשיקט פון דער צוק רניע פון אַ פּריץ צו ר' יחזקאל'ן.
131|בײ יעדען װאָרט, װאָס ער האָט געזאָגט, האָט ער דערמאָהנט דעםפּריץ פּריץ מיט דער צוקערניע.
132|ער צװײטער איז געוען ר' חסקל עפּשטײן, אַ יוד אַ חסיד, אַמאָל אַלײן אַ סוחר, הײנט אַן אָסגעקומענער, אַ מעקלער איז ער געװאָרען נאָר איבער'ן נאָמען עפּשטײן: עפּעס דער נאָמען פּאַסט צום געשעפט.
133|ער טראָגט אַ בעשטענדיק בעפלעקטע און צוריסענע קאַם-זײדענע קאַפּאָטע, װאָס האָט נאָך נישט דעםנגידישען גלאַנץ אָנגעװאָרען.
134|ר' יחזקאל האָט די יודען שלום עליכם אָנגעגעבען, און אײדער זײ האָבען נאָך אָנגעהױבען אַ װאָרט אױסצורײדען, האָט ער זײ צום כיור געשטופּט נאָך זיך, אַז זײ זאָלען זיך װאַשען צום עסען.
135|דענסטמאָל איז אין שטוב אַרײן אַ הױכע, דיקע יודענע אין אַ ברײטערשיע.
136|דער דיקער באַנד פון איהרע שליסעלעך קלינגען און זאָנען אָן, אַז זי קומט, און די בריליאַנטענע אױרינגלעך בלאַנקען אין איהרע אױערען.
137|די האָט אַ רײן, װײס טישטוך איבער'ן אָנגעשריעבענעם טיש געלעגט, און זאָגענדיק צו די מאַנספּערשױנען מיט אַ ברײט בעלהבתישעז קול: ר' טוביה, װאשען, ר' נאָטע שאָכלינער, װאשען  האָט זי צום א געגרײט.
138|די אחים האָבען זיך געלאָזט שטופּען צום כיור, פון הינטעןאיז איז געשעען ער מעקלער עפּשטײן.
139|מלכה'לע האָט ברױט אױפ'ן מיש אױגלעגט, דער עולק האָט זיך אַרום טיש געזעצט, פון דער קיך האָט זיך געטראָגען דער ריח פון געפּרעגעלטע ציבעלעס און די פּאַרע פון רױשען בוריקע-באָרשטש, װאָס האָט דערמאָהנט פון פּסח און האָט געועעט די תּאוה צום עסען.
140|עפּשטײן איז געזעסען בײמ מיש, װי אײנער פון די אורחים, האָט געגעסען און געזאָגט גלײך װערטלעך.
141|דער צװײטער מעקלער קאָזעק איז געזעסען אין אַ װינקעלאױף אױף די אָנלעהנען פון שטוהל און זיך די װאָנצעס געדרעהט.
142|ער איז געזעען אױף אַזאַ אַרט, אַז מען װיל האָט מען געקענט מײנען, אַז ער זיצט יא בײם טיש, און אז מען װיל קען מען מײנען, אז ער זיצט נישט בײם טש.
143|ער האָט געקוקט אױף עפּשטײנען פון דער הױך.
144|נאָר די דיענסט, װײזט אױס, האָט זיך טועה געװען און איהם געמוזט רעכענען, אַז ער זיצט אױך בײם טיש, װאָרום זי האָט פאַר איהם אױך אַנידערגעשטעלט אַ טעלער.
145|ער, הײסט עס, האָט זיך
146|אױך טועה געװען, און צוגערוקט זיך צום טיש עסענדיק אױך אױף אַזאַ אַרט, אַז מען װיל קען מען מײנען, אַז ער עסט בײם טיש, און אַז מען װיל קען מען מײנען, אַז ער פערזוכט נאָר.
147|אין הױף איז איצט גאָר אַן אַנדער לעבען.
148|אַ פאַר פּורים-טאָג.
149|ער װינטער איז נאָך אױף דער ערד, אָבער דער פריהלינג שמײכעלט שױן פון הימעל אַראָב, און פון אַלע פיער זײטען װעלט.
150|דער לאַנגגעפרױרענער שנעע, װאָס איז דורכ'ן װינטער אַ צװײטע ערד געװאָרען, צורינט און צוגעהט װי שנעע אין װאַסער.
151|דער זון'ס ליכטיגע טעכטער  די שטראַהלען  בלאָנדזשען אין דער בלאָטע אַרום.
152|אין הױף איבער די קעפּ פליהען טױבען אַהין און צוריק, קומען אױף דער ערד אַראָב, כאַפּען אַ קערענדיל האָבער און מיט אַ גדולה פערשפּרײטען זײ זײערע װײסע פליגלען און מאַכען פּליטה.
153|אין הױף זײנען קערנער האָבער פערװאָרפען, דער הױף איז אין שפע אײנגעטונקט.
154|און היהנער דרעהען זיך, פּיקען די קערנדליך און װאַרפען זיך יעדען פאַר די פיס.
155|בײם שטאַל אױף אַ קײט, אונטער אַ בײדעל ליגט בורעק, אַ גרױסער קודלאָװאַטער הונד.
156|ער שטעקט זײן דיקען קאָפּ אַרױס און װאַרט אױף אַ בעפעהל.
157|אין הױף, װי אין ישעיהו הנביא'ס צײטען, דרעהען זיך ארום אַ װײסע ציג מיט געדרעהטע הערנער און אַ נידריגער שעפּס, װאָס האָבען צוזאַמען שותפות געמאַכט און ציפּען צוזאַמען פון די בינטלעך הײ, װאָס ליגען אױף דער פוהר אין מיטען הױף.
158|אױף דער צװײטער זײט הױף ליגען אײנגעפרױרענע ברעטער את לעצער, אױו- דער האַלב אײנגעזונקען אין שנעע.
159|יונגען קריכען איבער ד קלעצער, דערגרײכען ביז'ן שפּײכלער.
160|די טהירען פון שפּײכשר שטעהען אָפען, און פאַר די טהירען שטעהט אַ גרױסע װאָג.
161|יבּער לעגט ארױף געװיכט אױף דער װאָג, און ער שרײבער (אַ דעערמאַן אין אַ פּעלעל און אין אַ פוטערנעם קאָלנער) האַלט אַ ביכעל אין דער האנד און שרײבט די געװיכט אין ביכעל ארײן.
162|דורך ידי אָפענע פאָרטקע קוען אַרײן צופאָהרען אײן פוהר נאָך דער צװײטער, מש נעהמט זעקלעך אַראָב, מען װעגט אָב, און מען טראָגט זײ אק ש ייִכלער אַדײז.
163|האָטע חד יונג בײ די פערד, אַ װױער ברײבײניגער, פֿון ר יחזקל'ס גװדי, מיט אַ שװאַרץ, אָבגעברענט געזיכט, מיט
164|ליכטיגע צװײ גרױסע אױגען, װאָס קוקען פון ערװײטען װי צװײ מורקאַצען, פיהרט אַרױס פון שטאַל צװײ הױכע פערד, בולאַנעס.
165|אײנס פון די פערד האָט אױפ'ן שטערען אַ שװאַרצען רונדען פלעק.
166|זואָס האָט פון צװישען זײן גרױען שאָקאָלאַד-קאָליער װי אַ שװאַרץאױג געשײנט.
167|די האָר בײם האַלדז זײנען בײ בײדע פערד געװען צוקעמט און אײנגעפלאָכמען אין פלעכטלעך.
168|די האָבער-קינדער זײנען נעװען די ליעבלינגען פון ר' יחזקאל'ן.
169|זײ האָבען איהם פערשטאַנען האָבען געװוּסט, װען דער װעג איז נױטיג.
170|די בײטש האָט מען נאָר פאַר זײ אַלס פּאַראַד געהאַלטען.
171|עס איז נאָך נישט געעען דער פאַל, אַז זײ זאָלען איהם שבת אין װעג איבערלאָזען.
172|זײ האָבען עפּעס װי געפיהלט, װען עס איז פרײטאָג און מען דאַרף זיך אױר שבת אהײם אײלען.
173|ער האָט זיך געקענט אױף זײ פערלאָזען.
174|את זען זײ פלעגען אַזאַ שטיקעל װײזען, האָט ער זײ אַלײן מיט זײן: האַנד געגלעט.
175|געזאָגט האָט מען, אַז ר' יחזקאל'ס פערד זײנען נשמות פוןאַלטע אַלטע בעלי-חובות, װאָס זײערע װעקסלען ליגען נאָך בײ איהם איך שאַנק, און זײ קענען נישט קײן רוה אין קבר האָבען, ביז זײ װעלען: איהם דעם חוב נישט אָבצאָהלען.
176|נאָטע האָט געטראָגען זײן װינטערדיק קור פּעלצעל מיט לאַנגש לעדערנע שטיװעל און אױס'ן קאָפּ דאָס זעלנערישע רונדיגע פוטערן היטעל, אױף װעלכער עס האָט נאָר דאָס בלעכיל געפעהלט.
177|און: מיט אַ מין רחבות'קײט האָט ער זײנע חברים צוגעפיהרט צום װאָגען, זײ די כאָמעטקעס מיט די מעשענע קאַנטען אױף די העלזער אָנגע-י מון, און מיט דעם נײעם געשפּאַן אױסגעציערט.
178|דערנאָך האָט ער די בלאָהע בענדערנע לײצעס בײם דישעל פערבונדען און ער האָט זיך גענומען צום געזעס.
179|אַנטיק האָט פון בױדעם די האָקעס מיט די שטריק אַראָבגענומען און זײ אונטער'ן געזעס פערפּאַקט.
180|אַרײנגעהענדיק אין שטאַל, האָט דערװײל נאָטע אין פענסטער פװּ ער קיך אַן אױג געװאָרפען, זײן אױג האָט זײן שליחות ערפילט, און באַלד נאָך איהם האָט זיך נאָכגעלאָזט יענטע דאָס דיענס מײדעל.
181|דאָס רױטע, געזונדע בלוט, װאָס האָט אין אירע דיק פלײשיגע הענד גערינען, האָט דורך דעם צוריסענעם קאַפטען אַרױסגעשפּראָצט.
182|איהרע שװאַרצע לאָקען איבערדן רױטען געזיכט, און
183|די שװאַרצע אױגען מיט די שװאַרצע, שאַרפע ברעמען אין איהר יונגבלוטיג געזיכט האָבען װערטער גערעדט,  פײער און פלאַם.
184|זי איז פלינק אַרײן אין שטאַל נאָך נאָטען, און נישט רײדענדיק קײן װאָרט, האָט זי פון אונטער'ן קאַפטען אַ האַלבע געקאָכטע הוהן אַרױ גענומען און איהם דערלאַנגט.
185|נאָטע האָט עס צוגענומען, עפּעס װי עס קומט איהם דאָס.
186|זי האָט נאָך געװאַרט.
187|ער האָט געװוּסט אױף װאָס.
188|און װײל זי האָט געװאָלט, װיל ער דוקא נישט.
189|זי הױבט אױך אַ שטרױ און מאַכט זיך אַרױסגעהענדיק.
190|איצט װיל ער.
191|ער כאַפּט זי אָן, נעהמט זי פעסט ארום מיט בײדע הענד, און האַלטענדיק אין די אָרעמס די בײטש, זאָטעלט ער איהר אָן אַ גראָבען קוש אױף דער באַק.
192|נו, זאָלסטו אַזױ לעבען, אױב װעסט מיט מיר חתונה האָבען, זאָגט זי צו איהם, אַװעקנעהמענדיק איהר געזיכט.
193|פלינקער, די בעל-הבית'טע געהט, כאַפּ.
