khayim-11|װײסטו װאָס, מײן מאַן, װאָס איך װעל דיר זאָגען, אַן צײט דו בּיזט אַרױס פון די בּיזנעמ, איז פון דיר נישט איבּער-|װײסטו װאָס, מײן מאַן, װאָס איך װעל דיר זאָגען, אַן צײט דו בּיזט אַרױס פון די בּיזנעמ, איז פון דיר נישט איבּער-
khayim-12|צוטראָגען, איך װאָלט דיך נעראַטען, אַז דו זאָלסט זיך נעמען עמעס צו אַ בּעשעפטיגונג, אַז נישט װעלען מיר ע דאָ משוגע װערען בּײ דיר.|צוטראָגען, איך װאָלט דיך נעראַטען, אַז דו זאָלסט זיך נעמען עמעס צו אַ בּעשעפטיגונג, אַז נישט װעלען מיר ע דאָ משוגע װערען בּײ דיר.
khayim-13|אפער װאָלסטו זיך געװען הײנט אַריבּערגעפאָהרען אין די בּיזנעס? מאָריס האָט שױן געפרעגט אױף דיר, װאָסמען מען זעהט נישט דעם מאַטען.|אפער װאָלסטו זיך געװען הײנט אַריבּערגעפאָהרען אין די בּיזנעס? מאָריס האָט שױן געפרעגט אױף דיר, װאָסמען מען זעהט נישט דעם מאַטען.
khayim-14|אַזױ ! מאָריס האָט שױן געפרעגט אױף מיר, װאָס מען זעהט נישט דעם מא סען.|אַזױ ! מאָריס האָט שױן געפרעגט אױף מיר, װאָס מען זעהט נישט דעם מא סען.
khayim-15|פאַרבּענקט זיך נאָך מיר, האַ? אין װאָסבּאָך בּאָך? און לעדערער האָט זיך אױפגעהױבּען פון טיש אין איז אַרױס אױף די װעראַנדע.|פאַרבּענקט זיך נאָך מיר, האַ? אין װאָסבּאָך בּאָך? און לעדערער האָט זיך אױפגעהױבּען פון טיש אין איז אַרױס אױף די װעראַנדע.
khayim-16|און דאָס פרישטיק איז צושטערט געװאָרען.|און דאָס פרישטיק איז צושטערט געװאָרען.
khayim-17|אײגענטליך, האָט זיך לעדערער אַלײן אױפגעהױבּען הײנטאין אין דער פרי מיט דער געדאַנק נאָך פרישטיק זיך דורכצופאָהרען אין די בּיזגעס, צו זעהן װי דאָרט זעהט אױס אָן איה-.|אײגענטליך, האָט זיך לעדערער אַלײן אױפגעהױבּען הײנטאין אין דער פרי מיט דער געדאַנק נאָך פרישטיק זיך דורכצופאָהרען אין די בּיזגעס, צו זעהן װי דאָרט זעהט אױס אָן איה-.
khayim-18|נאָר.|נאָר.
khayim-19|דערפאַר װאָס דאָס װײבּ העט עס דערמאָנט, און נאָך מעהר, ציליבּ דעם װאָס זײן זוהן מאָריס האָט זיך נאָכגעפרעגט אײף איהם אין װעלכען ער האָט דערפיהלט די גאַנצע פאַלשקײט פון זײן זוהן ה אָט ער זיך געטראַכט: גײן.|דערפאַר װאָס דאָס װײבּ העט עס דערמאָנט, און נאָך מעהר, ציליבּ דעם װאָס זײן זוהן מאָריס האָט זיך נאָכגעפרעגט אײף איהם אין װעלכען ער האָט דערפיהלט די גאַנצע פאַלשקײט פון זײן זוהן ה אָט ער זיך געטראַכט: גײן.
khayim-20|און געזאָגט הױך מי-ענדיק זײנע אָהן-בּעװאָנסטע ליפּען:|און געזאָגט הױך מי-ענדיק זײנע אָהן-בּעװאָנסטע ליפּען:
khayim-21|אַזױ לאַנג קרענקט ער.|אַזױ לאַנג קרענקט ער.
khayim-22|מיסטער מאָריס לעדערער זײן זוהן איז גאָר געװען אַ גאַנץ אַנדערער מענש פון זײן פאָטער.|מיסטער מאָריס לעדערער זײן זוהן איז גאָר געװען אַ גאַנץ אַנדערער מענש פון זײן פאָטער.
khayim-23|קודם כּל שױן אַ גאַנץ אַנדערע ערציהונג געהאַט.|קודם כּל שױן אַ גאַנץ אַנדערע ערציהונג געהאַט.
khayim-24|כאָטש דער יונגער לעדערער איז גישט געבּאָדען געװאָרען אין קײן האָניג און מילך און ער האָט זײנע קינדער-יאָהרען פערבּראַכט אין די הײזער פון נאָרפאָלק און עסעקס סטריט, בּײ דער קאַרגער גאַז-רעהר, בּײ אײל-פערפלעקטער לײװענד פון העמדער, װעלכע מען האָט גענײהט בּיז שפּעט אין דער נאַכט אַרײן אָבּער זײן הײם איז מעהר געװען די גאַס, די שול, דער שפּיל-פּלאַץ, װי די דימע שטובּ.|כאָטש דער יונגער לעדערער איז גישט געבּאָדען געװאָרען אין קײן האָניג און מילך און ער האָט זײנע קינדער-יאָהרען פערבּראַכט אין די הײזער פון נאָרפאָלק און עסעקס סטריט, בּײ דער קאַרגער גאַז-רעהר, בּײ אײל-פערפלעקטער לײװענד פון העמדער, װעלכע מען האָט גענײהט בּיז שפּעט אין דער נאַכט אַרײן אָבּער זײן הײם איז מעהר געװען די גאַס, די שול, דער שפּיל-פּלאַץ, װי די דימע שטובּ.
khayim-25|ער האָט די אָרימקײט נישט געדענקט און נישט געװאַרט געדענקען.|ער האָט די אָרימקײט נישט געדענקט און נישט געװאַרט געדענקען.
khayim-26|די גאַס האָט איהם געגעבּען אַ דרײאקײט, װעלכע|די גאַס האָט איהם געגעבּען אַ דרײאקײט, װעלכע
khayim-27|שלום אש|שלום אש
khayim-28|האָט איהם אױסגעלערענט מיט בּרײטע עלענבּױגענס אױסצוקעמפען פאַר זיך אַ װעג.|האָט איהם אױסגעלערענט מיט בּרײטע עלענבּױגענס אױסצוקעמפען פאַר זיך אַ װעג.
khayim-29|דער שפּיל-פּלאַץ אַ האַרטען רוקען-בײן, צו געבּען אַ קלאַפּ און נעהמען אַ קלאַפּ, די געשיקטקײט פון פאַלען און בלײבּען שטעהן...|דער שפּיל-פּלאַץ אַ האַרטען רוקען-בײן, צו געבּען אַ קלאַפּ און נעהמען אַ קלאַפּ, די געשיקטקײט פון פאַלען און בלײבּען שטעהן...
khayim-30|און די שול אַ בּעװעגליבקײט צװישען מענשען, אַן אױבּערפלעכליכע אױסגעשליפענקײט און אַ שפּראַך אין מױל.|און די שול אַ בּעװעגליבקײט צװישען מענשען, אַן אױבּערפלעכליכע אױסגעשליפענקײט און אַ שפּראַך אין מױל.
khayim-31|בּעװאָפענט מיט די כּלי-זײן, האָט ער זיך אַרױסגעלאָזט אױפ'ן בּרײטען שליאַך פון אַמעריקאַנער לעבּען.|בּעװאָפענט מיט די כּלי-זײן, האָט ער זיך אַרױסגעלאָזט אױפ'ן בּרײטען שליאַך פון אַמעריקאַנער לעבּען.
khayim-32|אַלס זיבּעצעהן, אַכצעהן-יעהריגער אינגעל איז ער אַרײן אין פאָטער'ס געשעפט, װעלכעס האָט זיך נאָך געפונען אױף דער איסט מײד און איז געװען גאַנץ קלײן.|אַלס זיבּעצעהן, אַכצעהן-יעהריגער אינגעל איז ער אַרײן אין פאָטער'ס געשעפט, װעלכעס האָט זיך נאָך געפונען אױף דער איסט מײד און איז געװען גאַנץ קלײן.
khayim-33|צוערשט אַלס צוהעלפער, האָט ער בּאַלד ענטװיקעלט אַ נישט-צוריקשטעהענדע טעטיגקײט, מיט דער דרײסטקײט פון אַ מוטיגען, װאָס האָט זיך פאַר קײן זאַך נישט אָפּגעשטעלט.|צוערשט אַלס צוהעלפער, האָט ער בּאַלד ענטװיקעלט אַ נישט-צוריקשטעהענדע טעטיגקײט, מיט דער דרײסטקײט פון אַ מוטיגען, װאָס האָט זיך פאַר קײן זאַך נישט אָפּגעשטעלט.
khayim-34|עס איז אײגענטליך געװען דער אַכצעהן-יעהריגער מאָריס לעדערער, װעלכער האָט די בּיזנעס אַרױסגעשלעפּט פון דער אָרימער איסט סײד אױף דעם בּרײטען בּראָדװעי שליאַך (װעגען דעם געהט אָן צװישען פאָטער און זוהן אַ לאַנג-יעהריגע שטיל-שװײגענדיגע קאָנקורענץ און קנאה).|עס איז אײגענטליך געװען דער אַכצעהן-יעהריגער מאָריס לעדערער, װעלכער האָט די בּיזנעס אַרױסגעשלעפּט פון דער אָרימער איסט סײד אױף דעם בּרײטען בּראָדװעי שליאַך (װעגען דעם געהט אָן צװישען פאָטער און זוהן אַ לאַנג-יעהריגע שטיל-שװײגענדיגע קאָנקורענץ און קנאה).
khayim-35|זײנע פעהיגקײטען, זײן אומגעהן מיט מענשען, קענען דאָס לשון, האָבּען אױס מאָריס'ן געמאַכט דעם אנגענעמען מאַן, ער איז געװאָרען אַן אײנגעהער אין די בּענק, געקריגען דעם נױטיגען קרעדיט, איבּערלאָזענדיק דעם טאַטען די אױפגאַבּע אָפּצוגעבּען זיך מיט דער אינערליכער ארבּײט אָדער װי מאָריס האָט עס אָנגערופען „צו דילען" מיט זײנע לאַנדסלײט.|זײנע פעהיגקײטען, זײן אומגעהן מיט מענשען, קענען דאָס לשון, האָבּען אױס מאָריס'ן געמאַכט דעם אנגענעמען מאַן, ער איז געװאָרען אַן אײנגעהער אין די בּענק, געקריגען דעם נױטיגען קרעדיט, איבּערלאָזענדיק דעם טאַטען די אױפגאַבּע אָפּצוגעבּען זיך מיט דער אינערליכער ארבּײט אָדער װי מאָריס האָט עס אָנגערופען „צו דילען" מיט זײנע לאַנדסלײט.
khayim-36|צװישען אַנדערע זאַכען, װי, למשל, דעם פאָטער'ס שטעג-|צװישען אַנדערע זאַכען, װי, למשל, דעם פאָטער'ס שטעג-
khayim-37|דיגע „גרינקײט", שלעכטען ענגליש רעדען, זײן לעבּען אױף דער איסט סײד, האָט מאָריס זײן פאָטער נישט געקענט מוחל זײן, װאָס זײן פאָטער איז אַ „ניהיליסט" (דאָס װאָרט האָט ער געהערט אַמאָל פון דעם רעװערענד פון זײן טעמפּעל, און ער האָט עס שנעל אַרײנגעכאַפּט אין זײן לעקסיקאָן צו בּארײכערן|דיגע „גרינקײט", שלעכטען ענגליש רעדען, זײן לעבּען אױף דער איסט סײד, האָט מאָריס זײן פאָטער נישט געקענט מוחל זײן, װאָס זײן פאָטער איז אַ „ניהיליסט" (דאָס װאָרט האָט ער געהערט אַמאָל פון דעם רעװערענד פון זײן טעמפּעל, און ער האָט עס שנעל אַרײנגעכאַפּט אין זײן לעקסיקאָן צו בּארײכערן
khayim-38|זײן לשון).|זײן לשון).
khayim-39|מאָריס האָט פון זײן יוגענד אָן געשטרעבּט צפּ קומען װאָס אַמאָל העכער אי אין בּיזנעס, אי אין געזעלשאַפטליבען לעבּען.|מאָריס האָט פון זײן יוגענד אָן געשטרעבּט צפּ קומען װאָס אַמאָל העכער אי אין בּיזנעס, אי אין געזעלשאַפטליבען לעבּען.
khayim-40|ער האָט בּאַלד דערפיהלט, אַז אײנער פון די װעגען, װאָס פיהרען אױף דעם לײטער פון צופאַלען איז דער „קלובּ" און דער „טעמפּעל".|ער האָט בּאַלד דערפיהלט, אַז אײנער פון די װעגען, װאָס פיהרען אױף דעם לײטער פון צופאַלען איז דער „קלובּ" און דער „טעמפּעל".
khayim-41|און מאָריס האָט פון יונגערהײד אָן בּעלאַנגט צו אַ פינף, זעקס קלובּען.|און מאָריס האָט פון יונגערהײד אָן בּעלאַנגט צו אַ פינף, זעקס קלובּען.
khayim-42|געװען א „פרײמױרער"פון פון אַ הױכען קלאַס.|געװען א „פרײמױרער"פון פון אַ הױכען קלאַס.
khayim-43|נאָר אַם שטאַרקסטען האָט מאָריס געהאַל-טען טען פון אַ „קאָנגרעגײשאָן".|נאָר אַם שטאַרקסטען האָט מאָריס געהאַל-טען טען פון אַ „קאָנגרעגײשאָן".
khayim-44|בּיז, שליסליך, ער איז געװאָרען' אַ גאַנצער מאַכער אין אַ טעמפּעל, אין פערשי דענע צדקה-אַנ- שטאַלטען, נישט אָפּשטעלענדיק זיך אַפילו פון צו געבּען גרױסע נדבות פון די בּיזנעס אַרױס.|בּיז, שליסליך, ער איז געװאָרען' אַ גאַנצער מאַכער אין אַ טעמפּעל, אין פערשי דענע צדקה-אַנ- שטאַלטען, נישט אָפּשטעלענדיק זיך אַפילו פון צו געבּען גרױסע נדבות פון די בּיזנעס אַרױס.
khayim-45|ער האָט געזאָגט, אַז דאָס איז, פון בּיזנעס שטאַנדפּונקט, אַ גוסער געשעפט.|ער האָט געזאָגט, אַז דאָס איז, פון בּיזנעס שטאַנדפּונקט, אַ גוסער געשעפט.
khayim-46|דער אַלטער לעדערער, װידער, האָט נישט בּעלאַנגט צו קײן טעמפּעל, געהאַלטען, אַז דאָס איז געגען זײנע איבּערצײגונגען נישט געװען טעטיג אין קײן צדקה-אנשטאַלט, אַ חוץ אין אַ פּאָר איסט סײדישע לאַנד-מאַנשאַפטען, װוּ ער האָט בּעצאָהלט, אױס געװױנהײט, זײנע אָפּצאָלונגען, נישט קומענדיק אױף קײנש מיטינגען.|דער אַלטער לעדערער, װידער, האָט נישט בּעלאַנגט צו קײן טעמפּעל, געהאַלטען, אַז דאָס איז געגען זײנע איבּערצײגונגען נישט געװען טעטיג אין קײן צדקה-אנשטאַלט, אַ חוץ אין אַ פּאָר איסט סײדישע לאַנד-מאַנשאַפטען, װוּ ער האָט בּעצאָהלט, אױס געװױנהײט, זײנע אָפּצאָלונגען, נישט קומענדיק אױף קײנש מיטינגען.
khayim-47|איבּריגענס, ער האָט זיך פײנט געהאַט צו שטופּען.|איבּריגענס, ער האָט זיך פײנט געהאַט צו שטופּען.
khayim-48|דער אַלטער לעדערער האָט זיך בּעטראַכט פאַר אַ ראַדיקאַל.|דער אַלטער לעדערער האָט זיך בּעטראַכט פאַר אַ ראַדיקאַל.
khayim-49|פון זײן ראַדיקאַליזם איז איהם דאָס אײנציגע איבּער געבּליבּען זײן אפּיקורסות.|פון זײן ראַדיקאַליזם איז איהם דאָס אײנציגע איבּער געבּליבּען זײן אפּיקורסות.
khayim-50|זײן אפּיקורסות איז געװען דער אײנציגער „גלױבּען", װאָס ער האָט געהאַט.|זײן אפּיקורסות איז געװען דער אײנציגער „גלױבּען", װאָס ער האָט געהאַט.
khayim-51|פּונקט װי אַן אַלטער פרומער איד האלט זיך אָן זײן גלױבּען, אַזױ האָט זיך לעדערער געהאַלטען אָן זײן אפּיקורסות.|פּונקט װי אַן אַלטער פרומער איד האלט זיך אָן זײן גלױבּען, אַזױ האָט זיך לעדערער געהאַלטען אָן זײן אפּיקורסות.
khayim-52|ער האָט מורא געהאַט עס צו פערלירען.|ער האָט מורא געהאַט עס צו פערלירען.
khayim-53|און װיפיל זײן משפּחה, דאָס װײבּ, די קינדער, האָבען נד ט געאַרבּײט מיט איהם, אַז ער זאָל בּעלאַנגען' צו אַ טעמפּעל, אױפװײזענדיק איהם, אַז דאָס שטערט זײ איןזײער געזעלשאַפמליכער שטעלונג; אַז אַלע זײנע פרײנד בּעלאַנגען צו טעמפּעלס, צו „צענטערס", האָבּען זײ נישט געקענט בּײם פאָמער פּועל'ן.|און װיפיל זײן משפּחה, דאָס װײבּ, די קינדער, האָבען נד ט געאַרבּײט מיט איהם, אַז ער זאָל בּעלאַנגען' צו אַ טעמפּעל, אױפװײזענדיק איהם, אַז דאָס שטערט זײ איןזײער געזעלשאַפמליכער שטעלונג; אַז אַלע זײנע פרײנד בּעלאַנגען צו טעמפּעלס, צו „צענטערס", האָבּען זײ נישט געקענט בּײם פאָמער פּועל'ן.
khayim-54|לעדערער'ן האָט זיך געדאַכט.|לעדערער'ן האָט זיך געדאַכט.
khayim-55|אָן|אָן
khayim-56|זײן „אפּיקורסות" איז דער אײנציגער פאָדים, װאָס פערבּינדט איהם מיט זײן יוגענדליכען אידעאַל.|זײן „אפּיקורסות" איז דער אײנציגער פאָדים, װאָס פערבּינדט איהם מיט זײן יוגענדליכען אידעאַל.
khayim-57|און אַזױ װי א פרומער איד װיל נישט פערלירען זײן אמונה, אַזױ האָט לעדערער נישט געװאָלט איבּערשנײדען מיט דעם „אידעאַל" פון זײנע יונגע יאָהרען.|און אַזױ װי א פרומער איד װיל נישט פערלירען זײן אמונה, אַזױ האָט לעדערער נישט געװאָלט איבּערשנײדען מיט דעם „אידעאַל" פון זײנע יונגע יאָהרען.
khayim-58|דאָס האָבּען די קינדער איהם נישט געקענט מוחל זײן און אם מערסטען מאָריס, זײן עלטערער זוהן.|דאָס האָבּען די קינדער איהם נישט געקענט מוחל זײן און אם מערסטען מאָריס, זײן עלטערער זוהן.
khayim-59|מאָריס האָט פון זײן קינדהײט אָן דוקא יאָ געהאַט אַ נײגונג צו רעליגיע, און דאס נישט אױס פרומקײט, נאָר אױס געװױנהײט.|מאָריס האָט פון זײן קינדהײט אָן דוקא יאָ געהאַט אַ נײגונג צו רעליגיע, און דאס נישט אױס פרומקײט, נאָר אױס געװױנהײט.
khayim-60|ער האָט עמ געזעהן בּײ אלע זײנע חברים.|ער האָט עמ געזעהן בּײ אלע זײנע חברים.
khayim-61|פאַרװאָס זאָל ער זײן אַנדערש? פערקעהרט, ער האָט געזעהן, אַז אין אַנדערע הײזער זענען די פאטערס פרום, יאָגען די קינדער צו דאַװנען און די קינדער װילען נישט.|פאַרװאָס זאָל ער זײן אַנדערש? פערקעהרט, ער האָט געזעהן, אַז אין אַנדערע הײזער זענען די פאטערס פרום, יאָגען די קינדער צו דאַװנען און די קינדער װילען נישט.
khayim-62|און בּײ זײ אין שטובּ איז אַזױ נאריש: דער פאָטער דאַװענט נישט, געהט קײנמאָל נישט אין קײן שול, האלט נישט רעכט פון קײן יום-טוב.|און בּײ זײ אין שטובּ איז אַזױ נאריש: דער פאָטער דאַװענט נישט, געהט קײנמאָל נישט אין קײן שול, האלט נישט רעכט פון קײן יום-טוב.
khayim-63|האָט דעם פאָטערס אַפּיקורסות װי עס טרעפט זיך אָפט אין אַזעלכע פאַלען, אַרױסגערופען בּײ איהם א בּענקשאפט נאָך די צערעמאָניעס פון דער אידישער אמונה.|האָט דעם פאָטערס אַפּיקורסות װי עס טרעפט זיך אָפט אין אַזעלכע פאַלען, אַרױסגערופען בּײ איהם א בּענקשאפט נאָך די צערעמאָניעס פון דער אידישער אמונה.
khayim-64|די קינדער האָבּען „גענאַשט" רעליגיעזע מנהגים אין שכנ'ישע שטובען, בּײ קאָלעגען, בּײ פרײנד: אַ קידוש הערען, אַ סדר אָפּריכטען און אנדערע צערעמאָניעס.|די קינדער האָבּען „גענאַשט" רעליגיעזע מנהגים אין שכנ'ישע שטובען, בּײ קאָלעגען, בּײ פרײנד: אַ קידוש הערען, אַ סדר אָפּריכטען און אנדערע צערעמאָניעס.
khayim-65|אַז זענען קלײן געװען, האָבּען זײ געשװיגען, געבּורטשעט אין דער שטיל.|אַז זענען קלײן געװען, האָבּען זײ געשװיגען, געבּורטשעט אין דער שטיל.
khayim-66|אַז זײ זענען עלטער געװאָרען, האָבּען זײ פּראָטעסטירט אין דער הױך.|אַז זײ זענען עלטער געװאָרען, האָבּען זײ פּראָטעסטירט אין דער הױך.
khayim-67|טאַטע מײנט, אז ער איז נאָך אין דער אַלטער הײם, װוּ מען האָט זיך געהאלטען אין אײן ארומשלאָגען מיט'ן צאַר און מיט גאָט.|טאַטע מײנט, אז ער איז נאָך אין דער אַלטער הײם, װוּ מען האָט זיך געהאלטען אין אײן ארומשלאָגען מיט'ן צאַר און מיט גאָט.
khayim-68|דאָ זענען מיר אין אַמעריקע, דאָ האָבּען מיר נישט קײן „צאַר".|דאָ זענען מיר אין אַמעריקע, דאָ האָבּען מיר נישט קײן „צאַר".
khayim-69|דאָ בּעדאַרף מען נישט קײן רעװאָלוציאָנערען און אַלע אנשטענדיגע מענשען געהען אין טעמפּעל, טאָ פאַרװאָס געהט דער פאָטער גישט, האָט דער עלטערע|דאָ בּעדאַרף מען נישט קײן רעװאָלוציאָנערען און אַלע אנשטענדיגע מענשען געהען אין טעמפּעל, טאָ פאַרװאָס געהט דער פאָטער גישט, האָט דער עלטערע
khayim-70|מאָריס, גע'טענה'ט פאַר אַלע און די גאנצע משפּחה האָט איהם מיטגעפיהלט.|מאָריס, גע'טענה'ט פאַר אַלע און די גאנצע משפּחה האָט איהם מיטגעפיהלט.
khayim-71|עס איז געװען, יױ די גאַס, פון װעלכער לעדערער איז אַרױסגעקומען, איז מיט איהם מיטגעגאנגען אין זײן „הײס".|עס איז געװען, יױ די גאַס, פון װעלכער לעדערער איז אַרױסגעקומען, איז מיט איהם מיטגעגאנגען אין זײן „הײס".
khayim-72|די נאקעטקײט, פון װעלכער ער איז ארױסגעקומען, האָט ער אין זײן שטובּ מיטגעבּראַכט.|די נאקעטקײט, פון װעלכער ער איז ארױסגעקומען, האָט ער אין זײן שטובּ מיטגעבּראַכט.
khayim-73|די אטמאָספערע פון „הײם", װאָס עס גיבען די אידישע רעליגיעזע צערעמאָניעס, װי פרײטאָג-צונאַכטס, יום-טוב, האָט לעדערער נישט געקענט געבען זײן הױז.|די אטמאָספערע פון „הײם", װאָס עס גיבען די אידישע רעליגיעזע צערעמאָניעס, װי פרײטאָג-צונאַכטס, יום-טוב, האָט לעדערער נישט געקענט געבען זײן הױז.
khayim-74|און אַן אנדער אַטמאָספערע, װאָס זאָל מאַכען זײן שטוב „הײמיש" פאַר זײנע קינדער, האָט לעדערער נישט געהאַט; ער איז אונפעהיג געװען צו שאַפען.|און אַן אנדער אַטמאָספערע, װאָס זאָל מאַכען זײן שטוב „הײמיש" פאַר זײנע קינדער, האָט לעדערער נישט געהאַט; ער איז אונפעהיג געװען צו שאַפען.
khayim-75|איז פאַקטיש זײן שטובּ איבּערגעבּליבּען הײמלאָז, נאַקעט און קאַלט.|איז פאַקטיש זײן שטובּ איבּערגעבּליבּען הײמלאָז, נאַקעט און קאַלט.
khayim-76|האָבּען די קינדער זיך געזוכאַ „הײם" אַזױ גיך, װי זײ זענען גאָר צום שכל געקומען.|האָבּען די קינדער זיך געזוכאַ „הײם" אַזױ גיך, װי זײ זענען גאָר צום שכל געקומען.
khayim-77|מאָריס האָט געמאכט דעם אָנהױבּ.|מאָריס האָט געמאכט דעם אָנהױבּ.
khayim-78|בּאַלד פון יוגענד אָן, װי ער איז נאָר אַבּיסעל געקומען אין די פעדערען, האָט ער זיך געזוכט אַנ'אַנדער הײם, ער איז פאַרפאַלען געװאָרען אױף גאנצע אָװענדען בּיז, שליסליך, ער האָט זיך אָנגעשלאָסען אָן עפּעס אַ „דײטשמערישע" פאַמיליע, אין אַן אונגאַרישע, צי א גאַליציאַנער, מיט אַן אַלטען טאַטען, װאָס ער האָט פּינקטליך און ריכטיג אָבּגעהיט אַלע רעליגיעזע צערעמאָניעס, אַלע רעליגיעזע יום-טובים.|בּאַלד פון יוגענד אָן, װי ער איז נאָר אַבּיסעל געקומען אין די פעדערען, האָט ער זיך געזוכט אַנ'אַנדער הײם, ער איז פאַרפאַלען געװאָרען אױף גאנצע אָװענדען בּיז, שליסליך, ער האָט זיך אָנגעשלאָסען אָן עפּעס אַ „דײטשמערישע" פאַמיליע, אין אַן אונגאַרישע, צי א גאַליציאַנער, מיט אַן אַלטען טאַטען, װאָס ער האָט פּינקטליך און ריכטיג אָבּגעהיט אַלע רעליגיעזע צערעמאָניעס, אַלע רעליגיעזע יום-טובים.
